item_id,title,description,url,brand,seller_name,image_url,availability,price,seller_url,return_policy,accepts_returns,return_deadline_in_days,condition,product_category,additional_image_urls,mpn,gtin,group_id,listing_has_variations,variant_dict,shipping_price,is_ads_eligible,is_eligible_search,is_eligible_checkout,ads_metadata,target_countries,store_country
3411,Pachira aquatica - Livraison plantes - Plantes vertes Bergamotte,"Pachira Andrea. Pachira aquatica. Diamètre du pot : 24 cm - Hauteur : Entre 130 et 150 cm (pot inclus). Facile à vivre. Pet friendly Comment s’occuper de votre Pachira Andrea ? Entretien. Exposition. Lumineux. Arrosage. Fréquent. Difficulté. Débutant. Producteur. Labellisé MPS-A + / SQ / GAP. Pet-friendly Commandez votre Pachira Andrea dès aujourd'hui et recevez une plante d'exception, cultivée avec soin et livrée directement chez vous par Bergamotte. Le cadeau parfait pour soi ou pour un proche !",https://www.bergamotte.fr/livraison-plantes/andrea,Bergamotte,Bergamotte,https://bergamotte.imgix.net/vxpvyqb74wu5jw1vmywwh03dge2m?ixlib=rails-4.3.1&w=500&h=500&fit=crop,in_stock,89.90 EUR,https://www.bergamotte.fr,https://www.bergamotte.fr/terms-and-conditions,true,14,new,Maison et jardin > Plantes > Plantes d'extérieur et d'intérieur,https://bergamotte.imgix.net/fhvmmeudkcijjh77cdntsv8bnnsa?ixlib=rails-4.3.1&w=500&h=500&fit=crop,3411,,,,,9.90 EUR,true,true,false,"{""custom_label_4"": ""profitable""}",FR,FR
3492,Pot vert D25 - Accessoires décoration - Idées cadeaux - Fleuriste Bergamotte,"Toutes nos plantes d’extérieur et leur pot déco en option sont préalablement rempotées par nos soins dans notre atelier en région parisienne. Chaque pot déco proposé a été spécifiquement sélectionné pour permettre aux racines de se développer sans entrave durant une longue période. Vous n’aurez ainsi pas à vous soucier du rempotage à réception de votre commande. Plus besoin d’avoir la main verte pour bénéficier d’un nouvel espace de verdure, contentez-vous d’en profiter l’esprit libre ! Diamètre : 25 cm Composition : plastique 100% recyclé et recyclable, résistant aux UV et au gel. Diamètre : 25 cm Composition : plastique 100% recyclé et recyclable, résistant aux UV et au gel",https://www.bergamotte.fr/pots/pot-vert-d25,Bergamotte,Bergamotte,https://bergamotte.imgix.net/mno17gqf5ny451y5330yi2jfm0vn?ixlib=rails-4.3.1&w=500&h=500&fit=crop,in_stock,14.90 EUR,https://www.bergamotte.fr,https://www.bergamotte.fr/terms-and-conditions,true,14,new,Arts et loisirs > Fêtes et soirées > Cadeaux,,3492,,,,,9.90 EUR,true,true,false,,FR,FR
3493,Pot vert D30 - Accessoires décoration - Idées cadeaux - Fleuriste Bergamotte,"Toutes nos plantes d’extérieur et leur pot déco en option sont préalablement rempotées par nos soins dans notre atelier en région parisienne. Chaque pot déco proposé a été spécifiquement sélectionné pour permettre aux racines de se développer sans entrave durant une longue période. Vous n’aurez ainsi pas à vous soucier du rempotage à réception de votre commande. Plus besoin d’avoir la main verte pour bénéficier d’un nouvel espace de verdure, contentez-vous d’en profiter l’esprit libre ! Diamètre : 30 cm Composition : plastique 100% recyclé et recyclable, résistant aux UV et au gel. Diamètre : 30 cm Composition : plastique 100% recyclé et recyclable, résistant aux UV et au gel",https://www.bergamotte.fr/pots/pot-vert-d30,Bergamotte,Bergamotte,https://bergamotte.imgix.net/p9o82pgvmz99xdcrwkm6f9fg3h9j?ixlib=rails-4.3.1&w=500&h=500&fit=crop,in_stock,19.90 EUR,https://www.bergamotte.fr,https://www.bergamotte.fr/terms-and-conditions,true,14,new,Arts et loisirs > Fêtes et soirées > Cadeaux,,3493,,,,,9.90 EUR,true,true,false,,FR,FR
3496,Pot vert D35 - Accessoires décoration - Idées cadeaux - Fleuriste Bergamotte,"Toutes nos plantes d’extérieur et leur pot déco en option sont préalablement rempotées par nos soins dans notre atelier en région parisienne. Chaque pot déco proposé a été spécifiquement sélectionné pour permettre aux racines de se développer sans entrave durant une longue période. Vous n’aurez ainsi pas à vous soucier du rempotage à réception de votre commande. Plus besoin d’avoir la main verte pour bénéficier d’un nouvel espace de verdure, contentez-vous d’en profiter l’esprit libre ! Diamètre : 35 cm Composition : plastique 100% recyclé et recyclable, résistant aux UV et au gel. Diamètre : 35 cm Composition : plastique 100% recyclé et recyclable, résistant aux UV et au gel",https://www.bergamotte.fr/pots/pot-vert-d35,Bergamotte,Bergamotte,https://bergamotte.imgix.net/ahrk1pmhvi2x9uomw7fv9qh4rs61?ixlib=rails-4.3.1&w=500&h=500&fit=crop,in_stock,24.90 EUR,https://www.bergamotte.fr,https://www.bergamotte.fr/terms-and-conditions,true,14,new,Arts et loisirs > Fêtes et soirées > Cadeaux,,3496,,,,,9.90 EUR,true,true,false,,FR,FR
3504,Epipremnum - Livraison plantes - Plantes vertes Bergamotte,"Pothos Betty. Epipremnum. Diamètre du pot : 14 cm - Hauteur : Entre 15 et 25 cm (pot inclus). Facile à vivre. Idéal petits espaces Comment s’occuper de votre Pothos Betty ? Producteur. Labellisé MPS-A+/SQ/GAP. Toxicité. Entretien. Difficulté. Débutant. Exposition. Lumineux. Mise en garde. Arrosage. Fréquent Commandez votre Pothos Betty dès aujourd'hui et recevez une plante d'exception, cultivée avec soin et livrée directement chez vous par Bergamotte. Le cadeau parfait pour soi ou pour un proche !",https://www.bergamotte.fr/livraison-plantes/betty,Bergamotte,Bergamotte,https://bergamotte.imgix.net/3kodacyupsvsu1rkb1jo1qdgc1ps?ixlib=rails-4.3.1&w=500&h=500&fit=crop,in_stock,34.90 EUR,https://www.bergamotte.fr,https://www.bergamotte.fr/terms-and-conditions,true,14,new,Maison et jardin > Plantes > Plantes d'extérieur et d'intérieur,https://bergamotte.imgix.net/cyantrh9buog6omre4zdseh2nejl?ixlib=rails-4.3.1&w=500&h=500&fit=crop,3504,,,,,9.90 EUR,true,true,false,"{""custom_label_4"": ""out""}",FR,FR
3550,Laurier (Laurus nobilis) - Livraison plantes - Plantes vertes Bergamotte,"Laurier César. Laurier (Laurus nobilis). Hauteur : Entre 100 et 110 cm (pot inclus). Facile à vivre. Résistant au froid Comment s’occuper de votre Laurier César ? Exposition. Ensoleillée. Arrosage. Régulier. Difficulté. Débutant. Entretien. Résistance au froid. Rustique. Producteur. Labellisé MPS-A+/SQ Commandez votre Laurier César dès aujourd'hui et recevez une plante d'exception, cultivée avec soin et livrée directement chez vous par Bergamotte. Le cadeau parfait pour soi ou pour un proche !",https://www.bergamotte.fr/livraison-jardin/cesar,Bergamotte,Bergamotte,https://bergamotte.imgix.net/05nrl6r53auhjw5k41nvf4nfrd0n?ixlib=rails-4.3.1&w=500&h=500&fit=crop,in_stock,74.90 EUR,https://www.bergamotte.fr,https://www.bergamotte.fr/terms-and-conditions,true,14,new,Maison et jardin > Plantes > Plantes d'extérieur et d'intérieur,https://bergamotte.imgix.net/aeu5zhfvr54881l7yumxz3ktt9ut?ixlib=rails-4.3.1&w=500&h=500&fit=crop,3550,,,,,9.90 EUR,true,true,false,"{""custom_label_4"": ""new""}",FR,FR
3924,Cache-pot naturel rayé D18 - Accessoires décoration - Idées cadeaux - Fleuriste Bergamotte,Composition : Jute végétale / roseau Ce cache-pot est livré avec une soucoupe en plastique. Composition : Jute végétale / roseau,https://www.bergamotte.fr/pots/cache-pot-naturel-raye-d18,Bergamotte,Bergamotte,https://bergamotte.imgix.net/1b801j963cfrxq0g7e0c2tdnir2v?ixlib=rails-4.3.1&w=500&h=500&fit=crop,in_stock,14.90 EUR,https://www.bergamotte.fr,https://www.bergamotte.fr/terms-and-conditions,true,14,new,Arts et loisirs > Fêtes et soirées > Cadeaux,,3924,,,,,9.90 EUR,true,true,false,,FR,FR
4326,Anthurium 'Lilli' - Livraison plantes - Plantes vertes Bergamotte,"Anthurium Alicia. Anthurium 'Lilli'. Diamètre du pot : 14 cm - Hauteur : Entre 35 et 40 cm (pot inclus). La bonne idée cadeau. Personnalisation possible Comment s’occuper de votre Anthurium Alicia ? Toxicité. Entretien. Arrosage. Régulier. Exposition. Lumineux. Difficulté. Débutant. Floraison. Rose. Producteur. Labellisé MPS-A+/GAP Commandez votre Anthurium Alicia dès aujourd'hui et recevez une plante d'exception, cultivée avec soin et livrée directement chez vous par Bergamotte. Le cadeau parfait pour soi ou pour un proche !",https://www.bergamotte.fr/livraison-plantes/alicia,Bergamotte,Bergamotte,https://bergamotte.imgix.net/wua28ggemhvt27o1zjlfvlwar2pt?ixlib=rails-4.3.1&w=500&h=500&fit=crop,in_stock,34.90 EUR,https://www.bergamotte.fr,https://www.bergamotte.fr/terms-and-conditions,true,14,new,Maison et jardin > Plantes > Plantes d'extérieur et d'intérieur,https://bergamotte.imgix.net/jcecg9kioe07zzgelv9h3wjzokaq?ixlib=rails-4.3.1&w=500&h=500&fit=crop,4326,,,,,9.90 EUR,true,true,false,"{""custom_label_4"": ""profitable""}",FR,FR
4336,Maranta 'Fascinator' - Livraison plantes - Plantes vertes Bergamotte,"Maranta Mathis. Maranta 'Fascinator'. Diamètre du pot : 12 cm - Hauteur : Entre 25 et 30 cm (pot inclus). Pet friendly. Personnalisation possible Comment s’occuper de votre Maranta Mathis ? Entretien. Exposition. Semi-ombragé. Arrosage. Fréquent. Pet-friendly. Difficulté. Intermédiaire Commandez votre Maranta Mathis dès aujourd'hui et recevez une plante d'exception, cultivée avec soin et livrée directement chez vous par Bergamotte. Le cadeau parfait pour soi ou pour un proche !",https://www.bergamotte.fr/livraison-plantes/mathis,Bergamotte,Bergamotte,https://bergamotte.imgix.net/ce3tasz7trn2nothcxyxi1yjb55r?ixlib=rails-4.3.1&w=500&h=500&fit=crop,in_stock,29.90 EUR,https://www.bergamotte.fr,https://www.bergamotte.fr/terms-and-conditions,true,14,new,Maison et jardin > Plantes > Plantes d'extérieur et d'intérieur,https://bergamotte.imgix.net/dxkjfol6pingiucsl9xp3hhjbf10?ixlib=rails-4.3.1&w=500&h=500&fit=crop,4336,,,,,9.90 EUR,true,true,false,"{""custom_label_4"": ""out""}",FR,FR
4364,Strelitzia nicolai (Oiseau du Paradis) - Livraison plantes - Plantes vertes Bergamotte,"Strelitzia Rosalie. Strelitzia nicolai (Oiseau du Paradis). Diamètre du pot : 36cm - Hauteur : Entre 1 mètre 60 et 2 mètres (pot inclus). Un trésor végétal. Voir la vie en XXL Comment s’occuper de votre Strelitzia Rosalie ? Difficulté. Débutant. Exposition. Lumineux. Arrosage. Fréquent. Entretien. Toxicité Commandez votre Strelitzia Rosalie dès aujourd'hui et recevez une plante d'exception, cultivée avec soin et livrée directement chez vous par Bergamotte. Le cadeau parfait pour soi ou pour un proche !",https://www.bergamotte.fr/livraison-plantes/rosalie,Bergamotte,Bergamotte,https://bergamotte.imgix.net/1ae3nrgbzqvzzvgvjb0p2ehvs2b5?ixlib=rails-4.3.1&w=500&h=500&fit=crop,in_stock,169.90 EUR,https://www.bergamotte.fr,https://www.bergamotte.fr/terms-and-conditions,true,14,new,Maison et jardin > Plantes > Plantes d'extérieur et d'intérieur,https://bergamotte.imgix.net/kw3ho2v2wzrhs0dbhxbki0awnlku?ixlib=rails-4.3.1&w=500&h=500&fit=crop,4364,,,,,0.00 EUR,true,true,false,"{""custom_label_4"": ""profitable""}",FR,FR
4641,Panier naturel D42 - Accessoires décoration - Idées cadeaux - Fleuriste Bergamotte,Composition : Roseau Ce panier est muni d'un revêtement étanche. Composition : Roseau,https://www.bergamotte.fr/pots/panier-naturel-d42,Bergamotte,Bergamotte,https://bergamotte.imgix.net/tlvl3h9zlaj2xf7gnl076x72q1zu?ixlib=rails-4.3.1&w=500&h=500&fit=crop,in_stock,39.90 EUR,https://www.bergamotte.fr,https://www.bergamotte.fr/terms-and-conditions,true,14,new,Arts et loisirs > Fêtes et soirées > Cadeaux,,4641,,,,,9.90 EUR,true,true,false,,FR,FR
4675,Pot en terre cuite D21 - Accessoires décoration - Idées cadeaux - Fleuriste Bergamotte,"Toutes nos plantes d’extérieur et leur pot déco en option sont préalablement rempotées par nos soins dans notre atelier en région parisienne. Chaque pot déco proposé a été spécifiquement sélectionné pour permettre aux racines de se développer sans entrave durant une longue période. Vous n’aurez ainsi pas à vous soucier du rempotage à réception de votre commande. Plus besoin d’avoir la main verte pour bénéficier d’un nouvel espace de verdure, contentez-vous d’en profiter l’esprit libre ! Diamètre : 21 cm Composition : terre cuite. Diamètre : 21 cm Composition : terre cuite",https://www.bergamotte.fr/pots/pot-en-terre-cuite-d21,Bergamotte,Bergamotte,https://bergamotte.imgix.net/b6o4owplph3o47bwdic8vgjvtusn?ixlib=rails-4.3.1&w=500&h=500&fit=crop,in_stock,19.90 EUR,https://www.bergamotte.fr,https://www.bergamotte.fr/terms-and-conditions,true,14,new,Arts et loisirs > Fêtes et soirées > Cadeaux,,4675,,,,,9.90 EUR,true,true,false,,FR,FR
5132,Panier jaune D15 - Accessoires décoration - Idées cadeaux - Fleuriste Bergamotte,Ce cache-pot sera du plus bel effet posé sur une table ou une étagère mais n'est pas adapté pour suspendre les plantes. Composition : Rafia Pays de fabrication : Madagascar. Ce cache-pot sera du plus bel effet posé sur une table ou une étagère mais n'est pas adapté pour suspendre les plantes. Composition : Rafia Pays de fabrication : Madagascar,https://www.bergamotte.fr/pots/panier-jaune-d15,Bergamotte,Bergamotte,https://bergamotte.imgix.net/lb7kjs4colqdaefj36d6qs76odqg?ixlib=rails-4.3.1&w=500&h=500&fit=crop,in_stock,14.90 EUR,https://www.bergamotte.fr,https://www.bergamotte.fr/terms-and-conditions,true,14,new,Arts et loisirs > Fêtes et soirées > Cadeaux,,5132,,,,,9.90 EUR,true,true,false,,FR,FR
5133,Panier bleu D15 - Accessoires décoration - Idées cadeaux - Fleuriste Bergamotte,Ce cache-pot sera du plus bel effet posé sur une table ou une étagère mais n'est pas adapté pour suspendre les plantes. Composition : Rafia Pays de fabrication : Madagascar. Ce cache-pot sera du plus bel effet posé sur une table ou une étagère mais n'est pas adapté pour suspendre les plantes. Composition : Rafia Pays de fabrication : Madagascar,https://www.bergamotte.fr/pots/panier-bleu-d15,Bergamotte,Bergamotte,https://bergamotte.imgix.net/btv0dcbgkcnnhp3iv9re9sxyy2mv?ixlib=rails-4.3.1&w=500&h=500&fit=crop,in_stock,14.90 EUR,https://www.bergamotte.fr,https://www.bergamotte.fr/terms-and-conditions,true,14,new,Arts et loisirs > Fêtes et soirées > Cadeaux,,5133,,,,,9.90 EUR,true,true,false,,FR,FR
